Alumni_ID,Age,Gender,Graduation_Year,Degree_Level,Major,Alumni_Status,Email_Available,Phone_Available,Wealth_Rating,Income_Bracket,Event_Attendance,Email_Open_Rate,Location,Consecutive_Giving_Years,Donation_Last_Year_2024,Total_Lifetime_Giving,Is_Donor_2025
ALM005738,66,Male,1971,Bachelor,Business,Active,Yes,Yes,A,$250K-$500K,1,39.56,"Bangalore, India",0,0.0,0.0,No
ALM005739,35,Female,2019,Bachelor,Engineering,Inactive,Yes,Yes,B+,$150K-$250K,4,45.61,"Marseille, France",0,0.0,0.0,Yes
ALM005740,46,Female,1981,Bachelor,Engineering,Active,Yes,No,A,$100K-$150K,1,37.0,"Atlanta, USA",25,16101.13,427567.5,Yes
ALM005741,50,Male,1999,Bachelor,Business,Active,Yes,Yes,C,$50K-$100K,3,10.14,"Mumbai, India",6,500.22,3715.18,Yes
ALM005742,30,Female,1996,Bachelor,Computer Science,Active,Yes,Yes,C,$50K-$100K,1,38.33,"Nashville, USA",0,0.0,0.0,No
ALM005743,45,Female,1997,Bachelor,Computer Science,Active,Yes,Yes,B,$50K-$100K,3,29.75,"Thiruvananthapuram, India",0,0.0,0.0,No
ALM005744,23,Female,2008,Bachelor,Engineering,Inactive,No,Yes,C,$50K-$100K,7,9.42,"Nagpur, India",0,0.0,0.0,No
ALM005745,22,Female,1999,Bachelor,Engineering,Inactive,No,Yes,D,$250K-$500K,0,13.55,"Shanghai, China",0,0.0,0.0,No
ALM005746,50,Female,2003,Master,Engineering,Inactive,Yes,Yes,C+,$100K-$150K,3,3.43,"San Diego, USA",1,45.29,57.49,Yes
ALM005747,39,Female,1998,Bachelor,Computer Science,Inactive,Yes,Yes,D,$100K-$150K,2,41.37,"Nagoya, Japan",0,0.0,0.0,No
ALM005748,48,Female,2001,Bachelor,Business,Inactive,Yes,Yes,C+,$100K-$150K,1,48.68,"Minneapolis, USA",21,464.98,12281.49,Yes
ALM005749,44,Male,1989,PhD,Business,Inactive,Yes,No,D,$150K-$250K,4,23.51,"Detroit, USA",0,0.0,0.0,No
ALM005750,30,Female,2018,Master,Law,Active,Yes,Yes,C+,<$50K,3,34.36,"Dallas, USA",15,588.92,10908.61,Yes
ALM005751,44,Female,1996,Bachelor,Law,Inactive,No,Yes,A,$50K-$100K,2,26.99,"Cork, Ireland",12,4575.55,45394.71,Yes
ALM005752,26,Female,2020,Bachelor,Business,Active,Yes,Yes,B+,$100K-$150K,2,48.55,"Washington DC, USA",19,483.68,9133.58,Yes
ALM005753,65,Female,1999,Master,Engineering,Active,Yes,Yes,B,$50K-$100K,3,63.63,"San Francisco, USA",0,0.0,0.0,Yes
ALM005754,24,Male,1981,PhD,Engineering,Inactive,Yes,Yes,C+,$100K-$150K,4,24.65,"San Francisco, USA",0,0.0,0.0,Yes
ALM005755,42,Female,2011,Bachelor,Engineering,Inactive,Yes,Yes,C+,$250K-$500K,1,39.51,"Charlotte, USA",18,285.46,4382.8,Yes
ALM005756,29,Female,2002,Bachelor,Sciences,Active,Yes,Yes,Unknown,$50K-$100K,3,7.51,"Singapore, Singapore",0,0.0,0.0,No
ALM005757,53,Male,1991,PhD,Liberal Arts,Active,Yes,No,C+,$150K-$250K,3,51.61,"Austin, USA",0,0.0,0.0,No
ALM005758,40,Male,2008,Bachelor,Liberal Arts,Inactive,Yes,Yes,B,$50K-$100K,4,12.09,"Columbus, USA",0,0.0,0.0,Yes
ALM005759,37,Female,2004,Master,Engineering,Active,Yes,Yes,B,$100K-$150K,1,34.6,"Kochi, India",16,1953.47,26983.13,Yes
ALM005760,57,Male,2010,Bachelor,Computer Science,Inactive,Yes,Yes,D,<$50K,1,32.46,"Hyderabad, India",13,163.39,2130.45,Yes
ALM005761,45,Male,1992,PhD,Liberal Arts,Inactive,Yes,Yes,B,$50K-$100K,1,7.37,"Beijing, China",0,0.0,0.0,No
ALM005762,52,Male,2018,Professional,Engineering,Inactive,Yes,Yes,C,$100K-$150K,0,7.64,"Frankfurt, Germany",11,224.47,2120.28,Yes
ALM005763,30,Female,1997,Bachelor,Sciences,Lost Contact,Yes,Yes,B,$150K-$250K,2,23.71,"Austin, USA",0,0.0,0.0,Yes
ALM005764,23,Female,1978,Bachelor,Education,Active,Yes,Yes,C+,$50K-$100K,4,51.67,"Detroit, USA",16,177.71,3665.54,Yes
ALM005765,46,Male,2010,Bachelor,Business,Active,Yes,No,C+,$100K-$150K,4,34.49,"Patna, India",0,0.0,0.0,No
ALM005766,40,Female,2016,Bachelor,Engineering,Inactive,Yes,Yes,C+,$250K-$500K,7,34.46,"San Diego, USA",0,0.0,0.0,Yes
ALM005767,54,Female,2001,Bachelor,Engineering,Lost Contact,No,No,C+,$50K-$100K,4,12.41,"Washington DC, USA",0,0.0,0.0,No
ALM005768,43,Male,1971,Bachelor,Engineering,Lost Contact,Yes,Yes,C,$50K-$100K,0,45.53,"Marseille, France",8,127.83,1215.48,Yes
ALM005769,48,Male,2009,Bachelor,Computer Science,Active,No,Yes,C+,<$50K,3,54.75,"Liverpool, UK",8,324.0,2282.27,Yes
ALM005770,22,Female,2004,Master,Sciences,Inactive,No,Yes,B+,$250K-$500K,3,50.03,"Pune, India",12,230.99,3341.05,Yes
ALM005771,73,Male,2017,Bachelor,Liberal Arts,Active,Yes,Yes,C+,<$50K,2,50.68,"Nottingham, UK",0,0.0,0.0,Yes
ALM005772,42,Female,1994,Master,Sciences,Inactive,Yes,Yes,B,$50K-$100K,2,8.9,"Houston, USA",0,0.0,0.0,No
ALM005773,55,Male,1998,PhD,Education,Inactive,Yes,Yes,B,$150K-$250K,3,18.63,"Oxford, UK",24,498.72,13223.83,Yes
ALM005774,32,Male,2020,Bachelor,Business,Lost Contact,Yes,Yes,B+,$250K-$500K,3,27.75,"Portland, USA",0,0.0,0.0,No
ALM005775,49,Female,1974,Bachelor,Sciences,Inactive,No,No,D,$100K-$150K,6,13.51,"Denver, USA",17,53.96,1126.68,Yes
ALM005776,25,Male,1988,Bachelor,Business,Lost Contact,Yes,Yes,A,$50K-$100K,3,44.21,"Nice, France",0,0.0,0.0,Yes
ALM005777,51,Female,1999,Bachelor,Business,Lost Contact,Yes,Yes,A+,$50K-$100K,3,36.26,"Phoenix, USA",1,11662.06,12667.07,Yes
ALM005778,39,Male,1993,Master,Computer Science,Inactive,Yes,Yes,C,$100K-$150K,2,45.24,"Guangzhou, China",0,0.0,0.0,Yes
ALM005779,45,Male,2007,Bachelor,Liberal Arts,Inactive,No,Yes,C,$250K-$500K,1,25.07,"San Diego, USA",0,0.0,0.0,Yes
ALM005780,55,Male,1997,Master,Engineering,Inactive,Yes,No,B,$250K-$500K,2,25.47,"Chengdu, China",24,305.73,7966.51,Yes
ALM005781,26,Male,1986,Master,Business,Inactive,Yes,Yes,C,$50K-$100K,1,9.35,"Vancouver, Canada",0,0.0,0.0,No
ALM005782,34,Male,2015,Bachelor,Computer Science,Inactive,Yes,No,C+,$50K-$100K,1,20.22,"Sharjah, UAE",0,0.0,0.0,No
ALM005783,51,Male,1997,Bachelor,Law,Active,Yes,Yes,C,$50K-$100K,3,44.75,"Tiruppur, India",18,222.84,4008.22,Yes
ALM005784,76,Female,1979,Bachelor,Liberal Arts,Inactive,No,Yes,C+,$50K-$100K,3,70.01,"Austin, USA",0,0.0,0.0,No
ALM005785,42,Female,1975,Master,Business,Inactive,Yes,Yes,C,<$50K,2,40.49,"Pune, India",0,0.0,0.0,No
ALM005786,53,Male,1978,Bachelor,Business,Active,Yes,Yes,C,$100K-$150K,3,52.27,"Indore, India",6,485.44,3396.53,Yes
ALM005787,43,Female,1988,PhD,Business,Inactive,Yes,Yes,B,$50K-$100K,2,21.33,"Nagercoil, India",14,1465.55,20490.33,Yes
ALM005788,74,Male,2005,Master,Liberal Arts,Inactive,Yes,No,B,$150K-$250K,0,40.54,"San Diego, USA",0,0.0,0.0,No
ALM005789,22,Male,1976,Bachelor,Engineering,Inactive,Yes,Yes,C+,$50K-$100K,0,7.3,"Chicago, USA",0,0.0,0.0,No
ALM005790,46,Female,2013,Bachelor,Business,Inactive,Yes,Yes,B+,$100K-$150K,3,28.74,"Montreal, Canada",22,1183.93,27082.96,Yes
ALM005791,22,Male,1993,Bachelor,Sciences,Lost Contact,No,No,Unknown,$100K-$150K,4,19.0,"Philadelphia, USA",0,0.0,0.0,Yes
ALM005792,22,Female,2016,Bachelor,Sciences,Inactive,Yes,Yes,Unknown,$100K-$150K,2,20.83,"Jaipur, India",8,52.39,461.81,Yes
ALM005793,49,Male,1996,Bachelor,Sciences,Inactive,Yes,Yes,C,<$50K,0,34.12,"Columbus, USA",12,519.1,6798.33,Yes
ALM005794,47,Female,2021,Bachelor,Law,Active,Yes,Yes,B+,$50K-$100K,0,8.32,"Toulouse, France",0,0.0,0.0,Yes
ALM005795,40,Female,2009,Bachelor,Liberal Arts,Inactive,No,Yes,C+,<$50K,1,44.19,"Tiruchirappalli, India",17,48.42,801.86,Yes
ALM005796,43,Male,1994,Bachelor,Business,Inactive,Yes,No,Unknown,$100K-$150K,3,35.34,"Portland, USA",0,0.0,0.0,Yes
ALM005797,85,Male,1980,Bachelor,Computer Science,Active,No,Yes,C+,$100K-$150K,1,22.44,"Indianapolis, USA",0,0.0,0.0,Yes
ALM005798,41,Female,1985,Bachelor,Business,Active,Yes,Yes,B,$50K-$100K,3,17.62,"Kanchipuram, India",9,1247.25,9780.28,Yes
ALM005799,52,Female,2008,Master,Business,Inactive,Yes,No,A,$100K-$150K,1,35.67,"Vancouver, Canada",0,0.0,0.0,No
ALM005800,35,Male,1990,Bachelor,Liberal Arts,Inactive,Yes,Yes,A,$150K-$250K,2,20.93,"Charlotte, USA",11,8580.4,109269.0,Yes
ALM005801,49,Male,1999,Bachelor,Business,Active,Yes,Yes,C,$50K-$100K,2,12.35,"Charlotte, USA",0,0.0,0.0,No
ALM005802,41,Male,1976,Bachelor,Business,Active,Yes,Yes,B,$100K-$150K,1,53.02,"Bhopal, India",19,335.39,6541.37,Yes
ALM005803,38,Female,2018,Bachelor,Sciences,Lost Contact,Yes,No,C+,<$50K,4,11.87,"San Jose, USA",25,325.32,8799.4,Yes
ALM005804,72,Female,1979,Bachelor,Education,Active,No,No,C,$50K-$100K,3,19.95,"Sheffield, UK",6,363.48,1999.85,Yes
ALM005805,62,Male,2021,Master,Liberal Arts,Inactive,Yes,Yes,B+,$50K-$100K,5,29.41,"Charlotte, USA",14,411.11,6414.05,Yes
ALM005806,47,Male,2020,Master,Business,Active,No,No,A,$100K-$150K,3,18.83,"Boston, USA",0,0.0,0.0,Yes
ALM005807,22,Female,1975,Professional,Engineering,Inactive,Yes,Yes,B,<$50K,2,7.79,"Fukuoka, Japan",0,0.0,0.0,Yes
ALM005808,39,Female,2018,Bachelor,Business,Inactive,Yes,No,B+,$100K-$150K,2,42.28,"Kumbakonam, India",0,0.0,0.0,No
ALM005809,85,Female,2009,Master,Engineering,Active,No,No,C+,<$50K,4,15.31,"Pune, India",2,557.19,1314.57,Yes
ALM005810,41,Male,1989,Master,Business,Inactive,Yes,No,C+,$100K-$150K,2,47.89,"Sharjah, UAE",0,0.0,0.0,No
ALM005811,61,Female,1975,Master,Sciences,Inactive,Yes,Yes,A,$150K-$250K,5,27.04,"Salem, India",0,0.0,0.0,No
ALM005812,66,Female,1990,Bachelor,Liberal Arts,Active,Yes,Yes,C,$250K-$500K,2,22.57,"Manchester, UK",0,0.0,0.0,No
ALM005813,48,Male,1981,Bachelor,Computer Science,Inactive,No,Yes,A+,$150K-$250K,5,54.13,"Columbus, USA",0,0.0,0.0,Yes
ALM005814,32,Female,2020,Master,Business,Inactive,No,Yes,B,$100K-$150K,3,16.02,"Dubai, UAE",19,955.3,21026.59,No
ALM005815,22,Female,1997,Master,Business,Active,Yes,Yes,A,$150K-$250K,0,10.32,"New York, USA",0,0.0,0.0,No
ALM005816,55,Female,1999,Master,Business,Inactive,Yes,Yes,C,$100K-$150K,0,4.71,"San Antonio, USA",0,0.0,0.0,No
ALM005817,32,Female,1977,Bachelor,Computer Science,Inactive,Yes,No,D,$50K-$100K,3,10.98,"Nairobi, Kenya",0,0.0,0.0,No
ALM005818,47,Male,2020,Bachelor,Medicine,Lost Contact,Yes,Yes,B,$150K-$250K,2,16.26,"Karur, India",0,0.0,0.0,No
ALM005819,26,Male,1973,Professional,Education,Inactive,Yes,Yes,B,<$50K,1,29.5,"Adelaide, Australia",7,274.86,2005.93,Yes
ALM005820,41,Male,1975,Bachelor,Education,Active,Yes,Yes,C,$150K-$250K,1,46.21,"Chicago, USA",19,456.2,8681.46,Yes
ALM005821,45,Female,1983,Master,Education,Inactive,Yes,Yes,D,$250K-$500K,2,45.75,"Hamilton, Canada",0,0.0,0.0,No
ALM005822,49,Male,1986,Bachelor,Sciences,Active,Yes,No,D,$250K-$500K,2,15.22,"Bristol, UK",23,237.42,6344.43,Yes
ALM005823,28,Female,2024,Master,Liberal Arts,Inactive,Yes,Yes,C+,>$500K,2,26.82,"Las Vegas, USA",0,0.0,0.0,No
ALM005824,62,Male,1982,Bachelor,Engineering,Inactive,Yes,Yes,C+,$50K-$100K,1,32.64,"Austin, USA",0,0.0,0.0,No
ALM005825,36,Female,2009,Bachelor,Sciences,Active,Yes,Yes,C+,<$50K,0,7.78,"Kolkata, India",0,0.0,0.0,Yes
ALM005826,22,Female,1997,Bachelor,Sciences,Inactive,No,Yes,C+,$50K-$100K,1,12.41,"Erode, India",0,0.0,0.0,No
ALM005827,43,Female,2024,Bachelor,Computer Science,Inactive,Yes,Yes,C+,$50K-$100K,0,65.09,"San Antonio, USA",20,256.02,4814.96,Yes
ALM005828,45,Female,2015,Bachelor,Business,Active,No,Yes,A,$50K-$100K,0,26.56,"Madurai, India",0,0.0,0.0,Yes
ALM005829,47,Female,2003,Master,Medicine,Inactive,Yes,Yes,Unknown,$50K-$100K,3,34.7,"Lyon, France",5,21.58,136.08,Yes
ALM005830,65,Male,1985,Bachelor,Sciences,Inactive,No,No,A,$150K-$250K,1,16.27,"Tirunelveli, India",0,0.0,0.0,No
ALM005831,41,Male,1991,PhD,Engineering,Inactive,Yes,Yes,C+,$100K-$150K,2,41.75,"Dublin, Ireland",19,157.94,3554.51,Yes
ALM005832,43,Male,2014,Bachelor,Engineering,Active,No,Yes,C,$150K-$250K,3,8.93,"Singapore, Singapore",17,616.42,10675.95,Yes
ALM005833,28,Female,1987,Bachelor,Computer Science,Inactive,Yes,No,C+,$50K-$100K,2,7.3,"Dublin, Ireland",0,0.0,0.0,No
ALM005834,57,Male,2022,PhD,Business,Inactive,No,No,A,$50K-$100K,1,36.56,"Raleigh, USA",1,1977.2,1894.32,Yes
ALM005835,47,Female,2007,Master,Business,Inactive,Yes,Yes,C+,$50K-$100K,1,17.38,"Houston, USA",0,0.0,0.0,No
ALM005836,38,Male,2019,Master,Business,Active,Yes,Yes,D,>$500K,2,43.87,"San Jose, USA",21,222.02,4939.67,Yes
ALM005837,22,Female,1985,Bachelor,Engineering,Active,No,No,C,$50K-$100K,4,28.91,"Indore, India",0,0.0,0.0,No
ALM005838,66,Female,1990,PhD,Medicine,Inactive,Yes,Yes,C,$50K-$100K,2,17.99,"Tirunelveli, India",0,0.0,0.0,Yes
ALM005839,26,Female,1989,Master,Engineering,Inactive,Yes,Yes,C+,$150K-$250K,1,1.71,"Bristol, UK",0,0.0,0.0,No
ALM005840,36,Female,1971,Master,Business,Inactive,No,No,B,$150K-$250K,1,12.87,"Ottawa, Canada",0,0.0,0.0,Yes
ALM005841,50,Male,1974,PhD,Liberal Arts,Inactive,Yes,Yes,B+,$250K-$500K,1,15.35,"Winnipeg, Canada",0,0.0,0.0,No
ALM005842,27,Male,1973,Bachelor,Medicine,Inactive,No,Yes,D,$150K-$250K,1,49.02,"San Antonio, USA",0,0.0,0.0,No
ALM005843,22,Female,1978,Bachelor,Computer Science,Inactive,Yes,Yes,C,$50K-$100K,2,10.17,"Tirunelveli, India",3,409.95,1178.83,Yes
ALM005844,22,Male,2011,Bachelor,Engineering,Inactive,Yes,No,B+,$50K-$100K,0,25.93,"San Diego, USA",9,1005.17,8553.99,No
ALM005845,55,Female,2014,Master,Computer Science,Active,Yes,No,C+,$100K-$150K,4,19.07,"Charlotte, USA",0,0.0,0.0,No
ALM005846,36,Female,1975,Master,Liberal Arts,Lost Contact,Yes,Yes,C,<$50K,0,28.51,"Seattle, USA",0,0.0,0.0,No
ALM005847,85,Female,1979,Master,Engineering,Inactive,Yes,Yes,C+,<$50K,3,23.33,"San Francisco, USA",0,0.0,0.0,No
ALM005848,30,Male,1971,Bachelor,Liberal Arts,Active,Yes,No,Unknown,$150K-$250K,0,27.68,"Frankfurt, Germany",24,221.57,7557.59,Yes
ALM005849,31,Female,2013,Master,Computer Science,Inactive,Yes,No,B+,$100K-$150K,4,27.0,"Mumbai, India",18,1467.58,28996.79,No
ALM005850,36,Male,2000,Master,Liberal Arts,Active,Yes,Yes,C,$50K-$100K,3,40.97,"Adelaide, Australia",11,43.17,389.01,Yes
ALM005851,48,Male,1977,Bachelor,Education,Lost Contact,Yes,Yes,C+,$100K-$150K,3,49.57,"Nottingham, UK",0,0.0,0.0,No
ALM005852,37,Male,1992,Bachelor,Liberal Arts,Inactive,No,Yes,D,$50K-$100K,1,20.43,"San Francisco, USA",0,0.0,0.0,No
ALM005853,54,Male,1990,Professional,Sciences,Active,Yes,Yes,D,$50K-$100K,1,64.05,"Jacksonville, USA",0,0.0,0.0,No
ALM005854,30,Male,1999,Bachelor,Engineering,Inactive,Yes,Yes,C,$50K-$100K,1,19.18,"Bangalore, India",0,0.0,0.0,No
ALM005855,24,Male,1997,Bachelor,Computer Science,Inactive,No,Yes,C+,$100K-$150K,4,31.55,"Oxford, UK",25,183.48,4864.08,Yes
ALM005856,22,Female,1995,Bachelor,Liberal Arts,Inactive,Yes,No,B+,$250K-$500K,2,23.93,"Pollachi, India",10,569.85,6625.48,Yes
ALM005857,22,Male,2016,Bachelor,Liberal Arts,Active,Yes,Yes,D,$250K-$500K,4,36.32,"San Antonio, USA",0,0.0,0.0,Yes
ALM005858,37,Female,2005,Bachelor,Sciences,Inactive,Yes,Yes,D,$100K-$150K,1,37.56,"Thanjavur, India",0,0.0,0.0,No
ALM005859,40,Male,1997,Master,Liberal Arts,Lost Contact,Yes,Yes,B,$150K-$250K,2,10.53,"Vellore, India",0,0.0,0.0,Yes
ALM005860,35,Male,1981,Bachelor,Sciences,Lost Contact,No,Yes,B+,$100K-$150K,1,25.8,"Coimbatore, India",0,0.0,0.0,No
ALM005861,63,Female,1987,Master,Liberal Arts,Inactive,Yes,Yes,Unknown,$50K-$100K,1,36.16,"Madrid, Spain",13,153.21,2020.88,Yes
ALM005862,63,Female,2001,Bachelor,Liberal Arts,Inactive,Yes,Yes,C+,<$50K,0,39.72,"Cairo, Egypt",0,0.0,0.0,No
ALM005863,39,Male,1988,PhD,Engineering,Lost Contact,Yes,Yes,C,$100K-$150K,1,9.48,"Raleigh, USA",0,0.0,0.0,No
ALM005864,22,Male,1989,Bachelor,Business,Active,Yes,Yes,C,$100K-$150K,3,32.68,"Los Angeles, USA",0,0.0,0.0,No
ALM005865,36,Male,2020,Master,Liberal Arts,Inactive,Yes,No,C,$50K-$100K,4,24.87,"San Jose, USA",8,281.86,2054.09,Yes
ALM005866,36,Male,2008,Bachelor,Liberal Arts,Active,Yes,Yes,A+,<$50K,2,8.63,"San Diego, USA",0,0.0,0.0,Yes
ALM005867,35,Female,1999,Bachelor,Business,Inactive,Yes,No,C,>$500K,3,33.13,"Vancouver, Canada",0,0.0,0.0,Yes
ALM005868,34,Female,1985,Bachelor,Engineering,Lost Contact,No,Yes,C+,$150K-$250K,7,41.98,"Frankfurt, Germany",0,0.0,0.0,No
ALM005869,35,Male,1977,Bachelor,Engineering,Lost Contact,No,Yes,C,$100K-$150K,1,27.68,"Singapore, Singapore",12,144.59,1567.08,Yes
ALM005870,39,Female,2007,Bachelor,Sciences,Lost Contact,Yes,Yes,Unknown,<$50K,1,14.96,"Los Angeles, USA",0,0.0,0.0,No
ALM005871,35,Male,2007,Master,Sciences,Active,Yes,No,D,$150K-$250K,3,20.54,"Portland, USA",0,0.0,0.0,No
ALM005872,48,Female,1977,Bachelor,Business,Inactive,Yes,Yes,C+,$100K-$150K,6,32.31,"Chennai, India",10,179.7,2093.14,Yes
ALM005873,50,Female,1992,Bachelor,Business,Inactive,Yes,Yes,C+,<$50K,1,18.7,"Canberra, Australia",0,0.0,0.0,No
ALM005874,31,Female,1982,Bachelor,Business,Inactive,Yes,Yes,B+,$150K-$250K,3,41.15,"Austin, USA",0,0.0,0.0,No
ALM005875,64,Female,1978,Bachelor,Engineering,Inactive,No,No,A+,$100K-$150K,2,13.11,"Tiruchirappalli, India",0,0.0,0.0,No
ALM005876,30,Female,1988,Bachelor,Business,Lost Contact,No,Yes,B+,$100K-$150K,1,14.49,"Boston, USA",0,0.0,0.0,Yes
ALM005877,22,Male,1998,Bachelor,Business,Lost Contact,No,Yes,A,<$50K,2,18.21,"Minneapolis, USA",16,10814.51,144293.4,Yes
ALM005878,50,Female,1988,Master,Engineering,Active,Yes,Yes,C,$50K-$100K,0,1.59,"Kolkata, India",2,174.68,459.61,No
ALM005879,32,Male,2001,Bachelor,Liberal Arts,Active,Yes,Yes,B+,$100K-$150K,2,38.55,"Bhopal, India",0,0.0,0.0,Yes
ALM005880,49,Male,1987,Master,Business,Lost Contact,Yes,Yes,A,$50K-$100K,1,33.47,"Detroit, USA",19,6665.75,131135.16,Yes
ALM005881,22,Female,1993,Bachelor,Sciences,Active,No,No,B,$50K-$100K,6,18.11,"Jaipur, India",19,1594.65,39489.91,No
ALM005882,65,Male,1981,Bachelor,Liberal Arts,Active,Yes,No,Unknown,$50K-$100K,5,40.28,"Nashville, USA",0,0.0,0.0,No
ALM005883,55,Female,1985,Professional,Business,Active,Yes,Yes,B,$50K-$100K,4,48.98,"Glasgow, UK",2,2097.19,3767.83,Yes
ALM005884,22,Female,2000,Bachelor,Business,Inactive,Yes,Yes,C,$100K-$150K,0,12.88,"Austin, USA",0,0.0,0.0,No
ALM005885,22,Female,2022,Bachelor,Liberal Arts,Inactive,Yes,Yes,D,$250K-$500K,0,17.63,"San Antonio, USA",12,154.12,2139.55,Yes
ALM005886,70,Female,2001,PhD,Medicine,Inactive,No,Yes,D,<$50K,1,20.94,"Seattle, USA",0,0.0,0.0,No
ALM005887,33,Male,1976,Master,Education,Inactive,Yes,Yes,Unknown,$50K-$100K,2,49.98,"Edinburgh, UK",11,103.92,1239.54,Yes
ALM005888,32,Female,1982,Bachelor,Computer Science,Inactive,Yes,Yes,B,$250K-$500K,2,29.88,"San Diego, USA",0,0.0,0.0,Yes
ALM005889,22,Male,1993,Bachelor,Liberal Arts,Lost Contact,Yes,Yes,C+,$100K-$150K,2,23.98,"Phoenix, USA",12,200.16,2726.51,Yes
ALM005890,39,Female,2009,Bachelor,Law,Lost Contact,Yes,Yes,B+,$50K-$100K,1,30.89,"Munich, Germany",0,0.0,0.0,No
ALM005891,41,Female,2010,Master,Engineering,Lost Contact,Yes,No,A,$50K-$100K,4,26.18,"Indore, India",21,3270.65,74817.47,Yes
ALM005892,55,Female,2006,Master,Sciences,Inactive,Yes,No,Unknown,$150K-$250K,3,55.88,"Nashville, USA",0,0.0,0.0,No
ALM005893,24,Female,2005,Master,Business,Inactive,Yes,Yes,D,$150K-$250K,1,10.85,"Phoenix, USA",4,156.72,744.27,Yes
ALM005894,22,Female,1973,PhD,Engineering,Active,Yes,Yes,B,>$500K,1,43.94,"Raleigh, USA",15,1612.98,21679.8,Yes
ALM005895,51,Male,2012,Bachelor,Engineering,Active,No,No,C,$50K-$100K,3,34.28,"Patna, India",0,0.0,0.0,No
ALM005896,60,Male,1998,Bachelor,Business,Lost Contact,Yes,Yes,D,<$50K,1,64.33,"Singapore, Singapore",12,167.89,2532.2,Yes
ALM005897,22,Male,1985,Professional,Business,Inactive,Yes,No,B,$100K-$150K,1,13.58,"Bhopal, India",0,0.0,0.0,No
ALM005898,61,Female,1983,Bachelor,Business,Active,Yes,Yes,Unknown,$150K-$250K,2,26.61,"Kochi, India",0,0.0,0.0,Yes
ALM005899,45,Female,1989,Bachelor,Business,Inactive,Yes,Yes,B,$150K-$250K,5,51.1,"Philadelphia, USA",13,744.28,11021.64,Yes
ALM005900,61,Female,2010,Bachelor,Sciences,Inactive,Yes,Yes,C+,$100K-$150K,2,45.42,"San Jose, USA",0,0.0,0.0,Yes
ALM005901,43,Female,1988,Professional,Engineering,Inactive,Yes,No,C,$250K-$500K,4,17.86,"Shenzhen, China",19,294.7,7029.93,Yes
ALM005902,22,Female,2001,Master,Sciences,Active,Yes,Yes,C+,<$50K,2,15.26,"Tiruchirappalli, India",0,0.0,0.0,Yes
ALM005903,42,Male,2007,Bachelor,Computer Science,Inactive,Yes,No,B,$50K-$100K,3,7.38,"Visakhapatnam, India",6,802.92,5824.36,Yes
ALM005904,60,Male,1991,Bachelor,Liberal Arts,Inactive,Yes,Yes,Unknown,$50K-$100K,1,39.1,"Ahmedabad, India",5,61.95,288.61,Yes
ALM005905,31,Male,2009,Bachelor,Business,Active,Yes,Yes,A+,$50K-$100K,1,22.17,"Jacksonville, USA",16,5896.66,80750.6,Yes
ALM005906,39,Female,1975,Bachelor,Engineering,Active,Yes,Yes,C+,$150K-$250K,2,30.26,"San Jose, USA",8,124.87,1424.4,Yes
ALM005907,42,Male,2021,PhD,Business,Active,Yes,Yes,A,<$50K,1,5.58,"San Francisco, USA",0,0.0,0.0,No
ALM005908,22,Female,1987,Master,Computer Science,Active,No,Yes,C,<$50K,4,2.25,"Boston, USA",3,261.58,976.26,Yes
ALM005909,70,Female,1989,PhD,Engineering,Lost Contact,Yes,Yes,A,<$50K,1,25.8,"Columbus, USA",18,1776.4,37851.43,Yes
ALM005910,31,Male,1974,Bachelor,Sciences,Inactive,Yes,No,A,$50K-$100K,1,24.05,"Tirunelveli, India",17,3701.73,52924.64,Yes
ALM005911,52,Male,2024,Master,Business,Inactive,Yes,Yes,C+,>$500K,1,30.87,"Erode, India",18,201.76,3753.27,Yes
ALM005912,43,Male,1996,Bachelor,Medicine,Inactive,Yes,Yes,C,$50K-$100K,2,41.25,"Shanghai, China",0,0.0,0.0,Yes
ALM005913,63,Male,1994,PhD,Business,Inactive,Yes,No,C+,$50K-$100K,2,40.02,"Nice, France",12,246.9,2978.9,Yes
ALM005914,51,Female,2009,Professional,Sciences,Inactive,Yes,Yes,D,<$50K,2,36.14,"Phoenix, USA",0,0.0,0.0,No
ALM005915,41,Male,2024,PhD,Sciences,Inactive,Yes,Yes,Unknown,$250K-$500K,3,50.43,"Boston, USA",22,88.86,2375.86,Yes
ALM005916,31,Female,2008,Bachelor,Engineering,Active,Yes,Yes,C+,<$50K,0,46.4,"Boston, USA",0,0.0,0.0,No
ALM005917,56,Female,2016,Bachelor,Engineering,Inactive,Yes,Yes,C+,$250K-$500K,0,44.2,"Bordeaux, France",6,428.74,2925.65,Yes
ALM005918,22,Male,2024,Master,Engineering,Inactive,Yes,Yes,Unknown,$50K-$100K,3,13.27,"Bordeaux, France",3,24.18,56.83,Yes
ALM005919,54,Female,1989,Bachelor,Sciences,Inactive,Yes,Yes,D,$250K-$500K,4,9.38,"San Antonio, USA",0,0.0,0.0,No
ALM005920,28,Female,2000,Bachelor,Liberal Arts,Active,Yes,No,B+,$50K-$100K,1,10.67,"Canberra, Australia",17,1250.42,19727.01,Yes
ALM005921,63,Female,1996,Bachelor,Engineering,Inactive,No,No,A,$50K-$100K,2,45.54,"Winnipeg, Canada",0,0.0,0.0,Yes
